PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Nationality,Occupation,FamilySize,IsAlone,Deck,Title,AgeGroup,TravelPurpose,Survived
8900,3,"Garcia, Dr. Mary James",female,22.0,2,1,3ORNL7A,24.53,,S,Sweden,Seamstress,4,0,Unknown,Dr,Adult,Vacation,1
8901,3,"Patel, Mrs. Anna David",female,0.5,0,2,RK7CHDA,30.98,,S,Germany,Nurse,3,0,Unknown,Mrs,Child,Immigration,1
8902,2,"Murphy, Miss. David Emma",female,35.9,3,1,CU2JXMV,20.08,A51,S,Lebanon,Seamstress,5,0,A,Miss,Adult,Vacation,1
8903,3,"Patel, Mrs. John John",female,61.2,2,2,PKPE8F9,23.51,,C,Finland,Clerk,5,0,Unknown,Mrs,Senior,Vacation,1
8904,3,"Smith, Mrs. Ali Raj",female,5.3,3,0,YJTCF3X,33.31,,C,Sweden,Student,4,0,Unknown,Mrs,Child,Immigration,1
8905,1,"Brown, Miss. Mary David",female,14.3,3,0,0JSVGZF,154.36,,S,France,Businessman,4,0,D,Miss,Teen,Immigration,0
8906,3,"Johnson, Dr. Emma John",female,0.5,2,0,5NL4HNK,36.57,,S,France,Doctor,3,0,Unknown,Dr,Child,Business,1
8907,3,"Johnson, Dr. David Anna",female,36.3,2,1,3WK7JI1,26.28,,S,Ireland,Student,4,0,Unknown,Dr,Adult,Business,1
8908,2,"Brown, Dr. James Ali",male,30.0,2,1,C5VZR04,35.56,,S,France,Student,4,0,F,Dr,Adult,Business,1
8909,1,"Singh, Mr. Mary Anna",male,25.1,1,1,VS3PH4W,176.13,,S,Sweden,Teacher,3,0,D,Mr,Adult,Vacation,1
8910,3,"Singh, Dr. Mary Emma",male,45.5,0,2,03NM8AU,29.12,,S,Italy,Labourer,3,0,Unknown,Dr,Adult,Business,0
8911,1,"Brown, Mrs. James Mary",female,15.1,0,2,TFJIU4D,147.83,F24,S,England,Teacher,3,0,F,Mrs,Teen,Business,1
8912,2,"Martin, Dr. David Mary",female,42.1,0,2,1R6B4I5,22.47,A7,S,Lebanon,Businessman,3,0,A,Dr,Adult,Vacation,0
8913,2,"Johnson, Master. James Raj",male,60.1,2,0,NAL3PCX,65.45,F134,Q,Finland,Merchant,3,0,F,Master,Senior,Vacation,0
8914,3,"Garcia, Miss. Raj James",female,17.2,1,0,JTGFZTX,5.77,,S,India,Clerk,2,0,Unknown,Miss,Teen,Vacation,0
8915,1,"Lee, Mr. Ali John",male,29.3,1,2,GFLC6IQ,160.55,,S,Finland,Student,4,0,A,Mr,Adult,Immigration,1
8916,3,"Garcia, Mrs. Ali Raj",female,33.0,0,1,ZIHKUT6,18.7,,S,France,Student,2,0,Unknown,Mrs,Adult,Vacation,1
8917,3,"Garcia, Master. John James",male,32.7,1,0,N1ULRNS,21.94,,Q,Finland,Merchant,2,0,Unknown,Master,Adult,Business,0
8918,1,"Lee, Master. Raj Emma",male,9.9,3,0,UQGJA45,160.34,C93,S,France,Nurse,4,0,C,Master,Child,Family Visit,1
8919,1,"Johnson, Dr. Ali James",female,21.7,1,1,CGFISB1,104.03,A15,S,Finland,Engineer,3,0,A,Dr,Adult,Immigration,1
8920,1,"Smith, Miss. Mary Anna",female,16.7,0,1,MCWPUTG,142.29,E58,S,Italy,Doctor,2,0,E,Miss,Teen,Business,1
8921,1,"Singh, Miss. David James",female,31.9,2,0,QCDRIYR,52.07,A101,C,Ireland,Labourer,3,0,A,Miss,Adult,Immigration,0
8922,2,"Murphy, Master. Mary Mary",male,41.2,1,1,TMWBIIU,36.68,G115,S,USA,Clerk,3,0,G,Master,Adult,Family Visit,0
8923,3,"Brown, Miss. John Anna",female,46.7,0,0,XW24HYA,15.12,,C,Germany,Doctor,1,1,Unknown,Miss,Adult,Business,1
8924,3,"Martin, Dr. Ali Emma",female,35.5,3,2,QV5221X,18.83,,S,Sweden,Businessman,6,0,Unknown,Dr,Adult,Family Visit,0
8925,2,"Lee, Dr. Emma David",male,36.5,2,1,DY0UEKQ,22.41,,C,Ireland,Merchant,4,0,A,Dr,Adult,Immigration,1
8926,2,"Murphy, Dr. John Mary",male,28.7,2,1,N32LDH9,37.97,,Q,Sweden,Seamstress,4,0,G,Dr,Adult,Vacation,0
8927,3,"Singh, Mrs. Mary James",female,26.5,0,0,OZX5XFC,19.88,,S,Ireland,Seamstress,1,1,Unknown,Mrs,Adult,Family Visit,0
8928,1,"Martin, Mr. James Mary",male,28.5,1,1,EGC3TDL,63.99,C98,C,Italy,Labourer,3,0,C,Mr,Adult,Immigration,0
8929,3,"Singh, Master. Ali Ali",male,32.8,1,0,D2WSEKG,30.65,,S,Finland,Labourer,2,0,Unknown,Master,Adult,Vacation,0
8930,2,"Patel, Miss. Mary Raj",female,22.9,0,1,5M55TT5,74.4,A20,S,USA,Doctor,2,0,A,Miss,Adult,Family Visit,1
8931,3,"Garcia, Master. Raj Mary",male,38.0,1,1,6D6NE51,15.3,,S,Sweden,Engineer,3,0,Unknown,Master,Adult,Vacation,0
8932,3,"Smith, Master. Mary Emma",male,15.3,0,1,O4NX7YQ,12.73,,S,Sweden,Merchant,2,0,Unknown,Master,Teen,Vacation,0
8933,3,"Murphy, Miss. Raj Raj",female,51.4,2,0,181RP1C,13.67,,S,Italy,Teacher,3,0,Unknown,Miss,Adult,Immigration,1
8934,2,"Singh, Mrs. John James",female,0.5,3,0,FJTCAU7,40.34,,C,England,Student,4,0,Unknown,Mrs,Child,Family Visit,1
8935,3,"Singh, Dr. David Anna",female,25.3,2,1,VW09NUM,17.03,,S,India,Seamstress,4,0,Unknown,Dr,Adult,Business,1
8936,3,"Martin, Miss. Ali Mary",female,38.8,3,1,NG28PGG,30.42,,S,Ireland,Teacher,5,0,Unknown,Miss,Adult,Immigration,0
8937,1,"Murphy, Master. Raj Anna",male,19.1,1,2,NC9F8PE,177.84,,S,France,Seamstress,4,0,E,Master,Teen,Immigration,1
8938,3,"Lee, Mr. David David",male,54.2,1,2,HN9601U,17.56,,S,Germany,Student,4,0,Unknown,Mr,Adult,Family Visit,0
8939,3,"Lee, Mr. David Anna",male,26.3,2,0,IBXT2RT,37.82,,S,France,Clerk,3,0,Unknown,Mr,Adult,Business,0
8940,2,"Johnson, Dr. Emma Anna",female,19.3,0,0,Q2L8KX8,64.67,,S,England,Nurse,1,1,D,Dr,Teen,Vacation,0
8941,3,"Smith, Miss. James Anna",female,28.0,3,0,EL86DH0,34.65,,S,Finland,Merchant,4,0,Unknown,Miss,Adult,Business,1
8942,3,"Martin, Mr. Anna Ali",male,44.3,2,2,TV5X1M1,19.15,,S,Sweden,Nurse,5,0,Unknown,Mr,Adult,Vacation,0
8943,3,"Martin, Miss. James Anna",female,26.2,3,2,HTPPGBT,15.65,,C,Italy,Clerk,6,0,Unknown,Miss,Adult,Business,1
8944,3,"Lee, Mr. James Emma",male,2.2,3,0,C8AXC02,6.8,,S,Germany,Merchant,4,0,Unknown,Mr,Child,Family Visit,1
8945,3,"Murphy, Master. Anna John",male,25.0,3,2,LEYNAJ2,21.61,,S,Germany,Seamstress,6,0,Unknown,Master,Adult,Immigration,1
8946,2,"Johnson, Mr. David Mary",male,24.3,0,1,JHSCHFN,55.03,D12,S,USA,Student,2,0,D,Mr,Adult,Vacation,0
8947,3,"Garcia, Miss. David James",female,7.6,1,0,WQUUMJ7,25.41,,S,Sweden,Student,2,0,Unknown,Miss,Child,Business,1
8948,3,"Lee, Mr. Mary Emma",male,40.3,2,1,4E3PGPW,12.65,,S,Germany,Teacher,4,0,Unknown,Mr,Adult,Family Visit,0
8949,1,"Singh, Master. Ali Ali",male,27.9,1,0,DFNZV34,70.69,,C,Italy,Seamstress,2,0,A,Master,Adult,Immigration,0
8950,2,"Smith, Dr. Mary John",female,31.1,0,0,5SACZBM,31.91,,C,India,Merchant,1,1,Unknown,Dr,Adult,Vacation,0
8951,1,"Lee, Master. Raj John",male,25.7,1,0,3X5KCMF,89.74,,S,Italy,Engineer,2,0,G,Master,Adult,Vacation,0
8952,3,"Lee, Mrs. Raj Emma",female,8.3,2,1,NA76CTU,17.85,,S,Lebanon,Nurse,4,0,Unknown,Mrs,Child,Vacation,1
8953,1,"Martin, Mrs. David Mary",female,47.4,3,2,GKL1KUO,81.59,,Q,Italy,Businessman,6,0,F,Mrs,Adult,Immigration,1
8954,3,"Smith, Master. Raj David",male,15.7,3,2,IJY94RT,23.79,,Q,Finland,Doctor,6,0,Unknown,Master,Teen,Business,0
8955,2,"Brown, Dr. James Anna",male,55.2,1,1,YADOAKG,71.97,,S,France,Businessman,3,0,A,Dr,Adult,Immigration,0
8956,3,"Johnson, Dr. Mary Anna",female,6.0,2,2,9RES62I,37.16,,Q,USA,Doctor,5,0,Unknown,Dr,Child,Family Visit,1
8957,3,"Garcia, Dr. David Ali",female,51.4,3,2,Q2YRRWQ,26.93,,S,Sweden,Labourer,6,0,Unknown,Dr,Adult,Business,0
8958,2,"Lee, Mr. Anna John",male,46.8,1,1,73F0SUY,75.56,,C,Sweden,Engineer,3,0,E,Mr,Adult,Family Visit,0
8959,3,"Garcia, Mrs. John Ali",female,24.6,2,1,NVFZZUP,33.58,,S,Finland,Teacher,4,0,Unknown,Mrs,Adult,Immigration,0
8960,2,"Garcia, Dr. James John",female,34.3,2,1,4H817CI,62.23,,C,Germany,Seamstress,4,0,F,Dr,Adult,Immigration,1
8961,3,"Patel, Mrs. Ali James",female,17.7,1,2,8EATP41,24.18,,S,India,Student,4,0,Unknown,Mrs,Teen,Vacation,1
8962,3,"Garcia, Miss. David David",female,0.5,2,0,UBKZSGP,30.9,,C,Finland,Merchant,3,0,Unknown,Miss,Child,Business,1
8963,2,"Khan, Dr. David James",female,26.1,2,0,U3AP7ZS,58.78,E20,C,Lebanon,Nurse,3,0,E,Dr,Adult,Family Visit,0
8964,1,"Johnson, Dr. Emma John",female,31.3,3,0,OBECLT3,67.02,F68,C,Ireland,Clerk,4,0,F,Dr,Adult,Vacation,1
8965,1,"Brown, Mr. Ali Emma",male,59.2,1,1,ZP2L78T,196.23,,S,England,Merchant,3,0,E,Mr,Adult,Business,0
8966,3,"Lee, Mrs. Raj Mary",female,27.7,3,1,YUJIWBS,13.43,,S,Germany,Engineer,5,0,Unknown,Mrs,Adult,Vacation,0
8967,3,"Singh, Miss. Anna Emma",female,23.9,3,0,P1921ZI,13.24,,S,England,Merchant,4,0,Unknown,Miss,Adult,Family Visit,1
8968,3,"Brown, Master. Mary Ali",male,29.3,1,1,NQYFIVS,22.62,,S,India,Seamstress,3,0,Unknown,Master,Adult,Vacation,0
8969,1,"Lee, Mr. Raj David",male,56.6,1,0,VEB80HM,150.55,G91,S,Ireland,Businessman,2,0,G,Mr,Adult,Business,0
8970,3,"Singh, Dr. Raj John",female,18.7,3,1,NJB0IUN,6.3,,S,Italy,Engineer,5,0,Unknown,Dr,Teen,Immigration,0
8971,2,"Johnson, Miss. John David",female,13.6,2,0,YW9BW7Y,19.28,,S,Italy,Labourer,3,0,Unknown,Miss,Teen,Immigration,0
8972,3,"Singh, Dr. John Mary",male,39.7,0,2,604ETC7,21.02,,S,Germany,Nurse,3,0,Unknown,Dr,Adult,Vacation,0
8973,1,"Murphy, Miss. David David",female,35.3,1,1,OXE3XZV,129.48,G3,S,Ireland,Student,3,0,G,Miss,Adult,Vacation,1
8974,2,"Patel, Miss. Mary Anna",female,14.9,0,1,KCQ85LZ,26.47,,C,Lebanon,Businessman,2,0,C,Miss,Teen,Family Visit,1
8975,2,"Singh, Miss. Mary Ali",female,2.6,3,2,IN1HCF3,49.49,E145,C,Finland,Student,6,0,E,Miss,Child,Immigration,1
8976,3,"Garcia, Mrs. Raj Anna",female,23.5,2,1,UXPA8HJ,25.17,,S,France,Engineer,4,0,Unknown,Mrs,Adult,Family Visit,1
8977,3,"Singh, Mr. Emma James",male,29.6,0,0,5UQEELT,27.5,,S,Finland,Engineer,1,1,Unknown,Mr,Adult,Family Visit,0
8978,3,"Patel, Mr. David Anna",male,14.5,0,1,02SPXPO,18.11,,Q,Lebanon,Labourer,2,0,Unknown,Mr,Teen,Business,1
8979,3,"Smith, Mrs. Ali John",female,35.4,3,1,X4BV3DJ,24.94,,S,France,Doctor,5,0,Unknown,Mrs,Adult,Business,1
8980,3,"Smith, Master. Emma James",male,57.1,0,2,CNTG45I,8.04,,Q,Ireland,Nurse,3,0,Unknown,Master,Adult,Family Visit,0
8981,1,"Garcia, Mrs. Mary Ali",female,22.4,0,1,WID108X,56.69,,C,France,Doctor,2,0,Unknown,Mrs,Adult,Business,1
8982,3,"Khan, Miss. Mary Emma",female,26.5,3,1,0KH7WB2,10.33,,S,Ireland,Clerk,5,0,Unknown,Miss,Adult,Immigration,1
8983,3,"Johnson, Dr. James James",male,38.8,0,2,WV6Q9T4,8.68,,C,Ireland,Merchant,3,0,Unknown,Dr,Adult,Vacation,0
8984,2,"Murphy, Dr. Ali Anna",female,50.0,0,2,9E2SDAI,54.44,,S,India,Businessman,3,0,Unknown,Dr,Adult,Family Visit,0
8985,2,"Khan, Master. James Emma",male,40.6,0,2,OWGPASR,56.92,C10,C,Sweden,Student,3,0,C,Master,Adult,Family Visit,1
8986,3,"Murphy, Dr. Anna Mary",female,3.0,1,0,3DQ0W6X,10.51,,Q,Finland,Nurse,2,0,Unknown,Dr,Child,Immigration,1
8987,2,"Johnson, Mrs. Emma Mary",female,45.9,2,0,0WKF1FC,45.53,E137,S,Lebanon,Labourer,3,0,E,Mrs,Adult,Business,1
8988,2,"Murphy, Dr. David James",male,28.1,3,0,ZTU34UG,37.01,,Q,Sweden,Teacher,4,0,E,Dr,Adult,Family Visit,1
8989,3,"Murphy, Mr. Emma John",male,32.4,2,1,2HM0IHX,12.0,,C,India,Businessman,4,0,Unknown,Mr,Adult,Business,1
8990,3,"Patel, Dr. James Anna",female,24.8,3,0,JF8UGR1,34.22,,S,India,Doctor,4,0,Unknown,Dr,Adult,Family Visit,1
8991,1,"Johnson, Mr. Emma Ali",male,35.3,1,0,J35HOF1,117.93,,C,Finland,Nurse,2,0,D,Mr,Adult,Immigration,1
8992,2,"Lee, Mr. David Mary",male,8.7,3,2,U94UE90,46.84,,S,Sweden,Seamstress,6,0,B,Mr,Child,Business,0
8993,1,"Brown, Dr. Ali Raj",male,13.4,1,0,VE42RGN,196.63,F82,S,India,Doctor,2,0,F,Dr,Teen,Business,1
8994,3,"Smith, Dr. Ali Emma",male,7.9,3,1,S9A6A4V,34.22,,S,Lebanon,Seamstress,5,0,Unknown,Dr,Child,Family Visit,0
8995,1,"Johnson, Master. David Emma",male,6.4,3,2,169KJT5,68.08,C42,S,India,Businessman,6,0,C,Master,Child,Business,0
8996,2,"Lee, Master. Raj Anna",male,11.1,1,0,N6ESYUK,54.78,,S,Italy,Doctor,2,0,A,Master,Child,Immigration,1
8997,3,"Murphy, Miss. David Emma",female,39.2,0,0,T4INYG1,16.12,,S,Sweden,Labourer,1,1,Unknown,Miss,Adult,Business,0
8998,1,"Brown, Dr. Emma David",male,13.2,0,1,C45NV18,164.52,,S,Ireland,Nurse,2,0,E,Dr,Teen,Family Visit,0
8999,1,"Murphy, Mrs. Mary Emma",female,38.2,3,0,Q2C8WNS,72.8,,S,England,Merchant,4,0,E,Mrs,Adult,Business,1
9000,3,"Johnson, Dr. Ali Emma",female,43.2,0,1,6K5GDIV,15.67,,S,Ireland,Merchant,2,0,Unknown,Dr,Adult,Family Visit,0
9001,3,"Martin, Miss. Ali Mary",female,47.4,0,2,HWPA2QQ,17.58,,C,Sweden,Engineer,3,0,Unknown,Miss,Adult,Vacation,0
9002,3,"Smith, Dr. John David",female,43.7,1,2,VJK6Y0E,30.72,,S,Ireland,Businessman,4,0,Unknown,Dr,Adult,Vacation,1
9003,3,"Johnson, Miss. Ali Mary",female,27.1,0,0,WMY37DM,13.2,,C,Italy,Clerk,1,1,Unknown,Miss,Adult,Immigration,0
9004,1,"Smith, Master. Emma David",male,56.3,1,2,1SIF6C9,155.26,,S,Finland,Seamstress,4,0,B,Master,Adult,Immigration,0
9005,3,"Khan, Dr. Raj Raj",male,32.5,0,2,C4AIBBQ,10.4,,S,USA,Merchant,3,0,Unknown,Dr,Adult,Vacation,0
9006,2,"Khan, Miss. James John",female,44.0,2,1,EZMTNLP,66.11,D143,S,Sweden,Teacher,4,0,D,Miss,Adult,Family Visit,0
9007,1,"Lee, Mrs. Mary James",female,18.4,2,1,8M13VC1,125.07,,C,USA,Teacher,4,0,E,Mrs,Teen,Business,1
9008,3,"Martin, Dr. David Mary",female,11.2,2,0,0T97W4F,23.4,,S,USA,Businessman,3,0,Unknown,Dr,Child,Vacation,0
9009,3,"Martin, Miss. James Mary",female,30.8,2,0,67MHSHV,26.75,,S,Germany,Merchant,3,0,Unknown,Miss,Adult,Family Visit,1
9010,2,"Johnson, Dr. Mary Mary",male,17.2,1,1,LDKV5F9,51.71,,S,France,Nurse,3,0,Unknown,Dr,Teen,Family Visit,0
9011,1,"Singh, Mrs. David Ali",female,20.2,1,2,KA7NLDW,132.9,,S,Germany,Labourer,4,0,Unknown,Mrs,Adult,Family Visit,0
9012,3,"Brown, Dr. John James",male,8.7,2,1,AJCHEX6,31.08,,S,Lebanon,Businessman,4,0,Unknown,Dr,Child,Family Visit,0
9013,2,"Johnson, Dr. Mary Anna",male,24.4,1,1,LD34W4Q,22.07,G95,S,USA,Labourer,3,0,G,Dr,Adult,Business,0
9014,3,"Brown, Dr. John Anna",female,5.6,1,1,0RVZ76I,35.13,,Q,Italy,Seamstress,3,0,Unknown,Dr,Child,Vacation,1
9015,3,"Smith, Dr. Anna Raj",female,21.7,0,1,RQ7WN20,28.27,,Q,Ireland,Student,2,0,Unknown,Dr,Adult,Immigration,1
9016,3,"Garcia, Master. David David",male,50.2,3,1,P9JSC1V,27.09,,C,India,Doctor,5,0,Unknown,Master,Adult,Business,0
9017,2,"Johnson, Mrs. Anna Raj",female,63.1,2,2,X9ZHR08,23.25,A29,S,Ireland,Clerk,5,0,A,Mrs,Senior,Immigration,1
9018,1,"Smith, Dr. John Anna",male,50.9,0,2,7M4YJ83,164.31,,C,Lebanon,Teacher,3,0,B,Dr,Adult,Business,0
9019,1,"Johnson, Mrs. Emma Raj",female,39.9,2,2,ACRNVLR,191.16,E83,S,France,Nurse,5,0,E,Mrs,Adult,Business,1
9020,3,"Murphy, Mrs. Raj David",female,35.4,1,2,DNSLUJV,28.31,,S,Sweden,Teacher,4,0,Unknown,Mrs,Adult,Vacation,1
9021,3,"Johnson, Dr. James David",female,40.9,0,1,FJ2SSDB,26.34,,S,Ireland,Teacher,2,0,Unknown,Dr,Adult,Vacation,1
9022,2,"Murphy, Mrs. Anna Raj",female,30.2,2,2,P2FLRSN,33.28,,C,Sweden,Engineer,5,0,A,Mrs,Adult,Business,1
9023,3,"Patel, Mr. Ali Mary",male,22.0,1,0,D7L817V,12.3,,S,France,Engineer,2,0,Unknown,Mr,Adult,Vacation,0
9024,2,"Khan, Master. Emma Emma",male,27.0,3,1,4H4ONUZ,55.01,G137,C,Ireland,Merchant,5,0,G,Master,Adult,Family Visit,1
9025,2,"Martin, Miss. Anna Ali",female,31.2,2,1,5H7MOM8,22.48,,S,Lebanon,Seamstress,4,0,Unknown,Miss,Adult,Vacation,1
9026,2,"Singh, Miss. John Ali",female,1.0,0,0,4PN8A3T,57.42,C55,Q,India,Businessman,1,1,C,Miss,Child,Immigration,0
9027,3,"Garcia, Mr. Emma Raj",male,52.9,1,2,YL25TH4,26.85,,S,England,Student,4,0,Unknown,Mr,Adult,Immigration,0
9028,1,"Martin, Miss. Ali Mary",female,9.9,1,1,R97E2T4,116.02,,S,France,Nurse,3,0,C,Miss,Child,Family Visit,1
9029,3,"Garcia, Master. David Raj",male,50.7,0,0,40MPQU7,27.14,,C,Finland,Nurse,1,1,Unknown,Master,Adult,Immigration,0
9030,3,"Smith, Master. Mary Mary",male,30.3,3,1,S8M2YMB,32.54,,Q,France,Merchant,5,0,Unknown,Master,Adult,Family Visit,0
9031,2,"Brown, Master. John Ali",male,71.6,3,2,RI6FTXJ,40.28,,C,USA,Nurse,6,0,G,Master,Senior,Vacation,0
9032,2,"Patel, Mr. Mary Mary",male,29.9,3,1,G3R5K8J,15.63,A115,S,India,Student,5,0,A,Mr,Adult,Immigration,0
9033,2,"Khan, Dr. Anna James",male,63.0,0,1,E0UAJT0,49.36,,S,Lebanon,Nurse,2,0,Unknown,Dr,Senior,Family Visit,0
9034,3,"Smith, Master. Anna Ali",male,54.5,2,1,IAHAITH,30.46,,S,Italy,Teacher,4,0,Unknown,Master,Adult,Business,0
9035,3,"Martin, Mr. Mary Mary",male,5.6,1,2,JGOX5I5,15.82,,C,Lebanon,Merchant,4,0,Unknown,Mr,Child,Immigration,0
9036,2,"Lee, Mrs. Ali Anna",female,45.8,1,1,4V0SFGQ,67.7,,S,Sweden,Merchant,3,0,C,Mrs,Adult,Family Visit,0
9037,3,"Patel, Dr. Mary Emma",male,31.9,3,1,P4AD4GO,10.69,,S,Ireland,Labourer,5,0,Unknown,Dr,Adult,Vacation,0
9038,3,"Lee, Miss. Anna Anna",female,37.3,1,0,H8THN2Z,15.0,,C,USA,Doctor,2,0,Unknown,Miss,Adult,Vacation,1
9039,2,"Johnson, Dr. Emma Anna",male,53.3,3,1,EHYQE77,54.41,,S,Italy,Doctor,5,0,Unknown,Dr,Adult,Business,1
9040,3,"Patel, Dr. Mary James",female,15.1,3,1,M6FIHWV,26.79,,S,Finland,Teacher,5,0,Unknown,Dr,Teen,Immigration,1
9041,3,"Murphy, Dr. Raj Anna",male,43.6,2,1,MB0EW4O,9.88,,S,Ireland,Student,4,0,Unknown,Dr,Adult,Business,0
9042,3,"Patel, Miss. James James",female,30.6,3,0,KYUJYTI,25.62,,S,India,Doctor,4,0,Unknown,Miss,Adult,Family Visit,1
9043,2,"Murphy, Mr. Mary Anna",male,28.2,3,2,0315A5Y,33.5,A32,S,Sweden,Teacher,6,0,A,Mr,Adult,Immigration,0
9044,3,"Martin, Mr. Anna Ali",male,24.5,1,0,5D0RSS1,8.3,,C,Sweden,Doctor,2,0,Unknown,Mr,Adult,Immigration,1
9045,1,"Patel, Mr. Ali Anna",male,41.0,0,0,VEFLW74,60.47,,S,England,Doctor,1,1,Unknown,Mr,Adult,Family Visit,1
9046,3,"Singh, Master. James James",male,11.2,1,0,I2LC8YA,23.27,,Q,Lebanon,Businessman,2,0,Unknown,Master,Child,Immigration,0
9047,1,"Singh, Dr. David James",female,26.6,1,0,QYVER04,123.33,,S,USA,Seamstress,2,0,E,Dr,Adult,Vacation,0
9048,3,"Garcia, Miss. Anna James",female,30.6,0,2,VHIAR1W,37.82,,S,Lebanon,Doctor,3,0,Unknown,Miss,Adult,Vacation,0
9049,3,"Brown, Dr. Mary James",female,27.1,3,1,VC2BQJG,22.13,,S,Italy,Engineer,5,0,Unknown,Dr,Adult,Business,1
9050,2,"Johnson, Mr. Ali Anna",male,38.1,0,2,2RRMR15,65.52,,S,Italy,Labourer,3,0,Unknown,Mr,Adult,Immigration,0
9051,3,"Patel, Dr. Anna Anna",male,29.8,1,2,6KOQ1DE,5.72,,S,France,Seamstress,4,0,Unknown,Dr,Adult,Vacation,1
9052,3,"Lee, Dr. Mary James",male,33.1,1,2,GKXWTW5,8.72,,S,England,Seamstress,4,0,Unknown,Dr,Adult,Family Visit,0
9053,3,"Garcia, Mr. Mary Anna",male,9.7,3,2,PWC1NKF,16.2,,C,Sweden,Student,6,0,Unknown,Mr,Child,Family Visit,0
9054,3,"Singh, Miss. David David",female,47.6,0,2,VN0RCOO,10.07,,C,England,Labourer,3,0,Unknown,Miss,Adult,Family Visit,1
9055,3,"Lee, Master. James Ali",male,27.9,1,1,XBUJ56W,5.22,,C,France,Student,3,0,Unknown,Master,Adult,Business,0
9056,1,"Lee, Dr. Anna John",male,18.8,2,0,RS48HBJ,68.43,D12,C,Sweden,Clerk,3,0,D,Dr,Teen,Family Visit,1
9057,2,"Smith, Master. Anna Emma",male,18.7,1,2,IXKG6RY,77.99,,C,Finland,Merchant,4,0,C,Master,Teen,Immigration,0
9058,1,"Lee, Dr. Mary James",male,34.9,0,2,H4EYOMQ,83.22,B36,C,Lebanon,Doctor,3,0,B,Dr,Adult,Vacation,0
9059,3,"Smith, Dr. David Raj",male,25.9,3,0,IV0T2NY,22.83,,S,Italy,Teacher,4,0,Unknown,Dr,Adult,Business,0
9060,3,"Smith, Master. James Anna",male,9.8,1,1,JZLLDOO,18.27,,C,Ireland,Doctor,3,0,Unknown,Master,Child,Business,1
9061,3,"Smith, Dr. John John",female,21.5,1,0,FKIGODA,10.66,,S,Italy,Merchant,2,0,Unknown,Dr,Adult,Vacation,0
9062,2,"Garcia, Miss. David James",female,20.7,3,0,NGGXCOI,24.71,,S,Italy,Teacher,4,0,Unknown,Miss,Adult,Family Visit,1
9063,3,"Brown, Dr. David John",male,38.7,1,0,KNTDFON,21.01,,C,Finland,Seamstress,2,0,Unknown,Dr,Adult,Immigration,0
9064,3,"Johnson, Dr. Emma Mary",male,33.5,0,2,U5IDRG5,23.05,,Q,France,Teacher,3,0,Unknown,Dr,Adult,Vacation,0
9065,2,"Singh, Mrs. Ali David",female,21.8,3,0,YV5WPPF,33.96,E6,C,Finland,Doctor,4,0,E,Mrs,Adult,Vacation,1
9066,3,"Brown, Miss. Anna Mary",female,9.6,1,0,PY0Z25R,10.63,,S,Finland,Student,2,0,Unknown,Miss,Child,Vacation,1
9067,1,"Khan, Mr. James Mary",male,54.2,3,2,LCQ0Z1D,172.24,,C,Germany,Engineer,6,0,Unknown,Mr,Adult,Vacation,1
9068,2,"Lee, Master. Ali James",male,37.9,1,0,FZLRSCF,79.59,,S,Lebanon,Merchant,2,0,Unknown,Master,Adult,Vacation,0
9069,3,"Murphy, Mrs. Mary David",female,17.7,1,0,IXZ19BJ,32.81,,S,Sweden,Teacher,2,0,Unknown,Mrs,Teen,Vacation,0
9070,3,"Patel, Miss. David John",female,46.2,0,2,3IGU48J,10.25,,S,Germany,Teacher,3,0,Unknown,Miss,Adult,Immigration,0
9071,3,"Johnson, Dr. Mary James",female,30.0,3,2,KV5S3L2,36.73,,Q,France,Engineer,6,0,Unknown,Dr,Adult,Business,1
9072,1,"Lee, Dr. Anna John",male,42.4,1,2,IER501U,160.98,C139,C,Lebanon,Businessman,4,0,C,Dr,Adult,Family Visit,0
9073,3,"Johnson, Dr. Ali Raj",male,23.4,2,1,4UDVYZL,9.87,,Q,USA,Student,4,0,Unknown,Dr,Adult,Family Visit,0
9074,3,"Garcia, Dr. David John",female,30.5,0,2,9C48JNX,7.57,,S,Lebanon,Doctor,3,0,Unknown,Dr,Adult,Business,0
9075,3,"Lee, Miss. Raj Anna",female,37.4,1,1,687J5HM,28.75,,Q,Lebanon,Doctor,3,0,Unknown,Miss,Adult,Vacation,0
9076,3,"Khan, Master. Ali Raj",male,25.3,0,1,W7BKSE2,38.2,,S,India,Nurse,2,0,Unknown,Master,Adult,Immigration,0
9077,3,"Brown, Master. John Anna",male,41.7,0,0,EDL7VZX,16.37,,S,England,Businessman,1,1,Unknown,Master,Adult,Immigration,1
9078,1,"Khan, Mr. Anna Emma",male,48.7,1,0,FMMHXC3,77.77,,S,Lebanon,Student,2,0,Unknown,Mr,Adult,Family Visit,1
9079,3,"Murphy, Mr. James James",male,4.7,3,0,CR7IRFO,21.3,,Q,England,Labourer,4,0,Unknown,Mr,Child,Immigration,1
9080,1,"Brown, Mrs. Anna Ali",female,22.1,0,2,HGK34YU,180.17,,S,France,Merchant,3,0,D,Mrs,Adult,Business,0
9081,3,"Brown, Dr. John Raj",female,20.1,0,1,D22DAZ8,19.75,,S,Germany,Engineer,2,0,Unknown,Dr,Adult,Immigration,1
